UF;CIDADE;BUSCA;REF;CLASSIFICACAO_CAP_IN;CAP_INT;REGIÇO;JAMEF;FILIAL_ATENDIMENTO
PR;SULINA;PRSULINA;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
SP;SUMARE;SPSUMARE;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PB;SUME;PBSUME;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
RJ;SUMIDOURO;RJSUMIDOURO;RJI2;Interior-2;I2;Sudeste;RIO;Rio de Janeiro - RJ
PE;SURUBIM;PESURUBIM;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
PI;SUSSUAPARA;PISUSSUAPARA;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
SP;SUZANAPOLIS;SPSUZANAPOLIS;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
SP;SUZANO;SPSUZANO;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
RS;TABAI;RSTABAI;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MT;TABAPORA;MTTABAPORA;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
SP;TABAPUA;SPTABAPUA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
SP;TABATINGA;SPTABATINGA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
PE;TABIRA;PETABIRA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
SP;TABOAO DA SERRA;SPTABOAO DA SERRA;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
BA;TABOCAS DO BREJO VELHO;BATABOCAS DO BREJO VELHO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
RN;TABOLEIRO GRANDE;RNTABOLEIRO GRANDE;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
MG;TABULEIRO;MGTABULEIRO;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
CE;TABULEIRO DO NORTE;CETABULEIRO DO NORTE;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PE;TACAIMBO;PETACAIMBO;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
PE;TACARATU;PETACARATU;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
SP;TACIBA;SPTACIBA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PB;TACIMA;PBTACIMA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
MS;TACURU;MSTACURU;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
SP;TAGUAI;SPTAGUAI;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
TO;TAGUATINGA;TOTAGUATINGA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
SP;TAIACU;SPTAIACU;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
PA;TAILANDIA;PATAILANDIA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
SC;TAIO;SCTAIO;SCI2;Interior-2;I2;Sul;BNU;Blumenau - SC
MG;TAIOBEIRAS;MGTAIOBEIRAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
TO;TAIPAS DO TOCANTINS;TOTAIPAS DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
RN;TAIPU;RNTAIPU;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
SP;TAIUVA;SPTAIUVA;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
TO;TALISMA;TOTALISMA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
PE;TAMANDARE;PETAMANDARE;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
PR;TAMARANA;PRTAMARANA;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
SP;TAMBAU;SPTAMBAU;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
PR;TAMBOARA;PRTAMBOARA;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
CE;TAMBORIL;CETAMBORIL;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PI;TAMBORIL DO PIAUI;PITAMBORIL DO PIAUI;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
SP;TANABI;SPTANABI;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
RN;TANGARA;RNTANGARA;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SC;TANGARA;SCTANGARA;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
MT;TANGARA DA SERRA;MTTANGARA DA SERRA;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
RJ;TANGUA;RJTANGUA;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
BA;TANHACU;BATANHACU;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
AL;TANQUE D'ARCA;ALTANQUE D'ARCA;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
PI;TANQUE DO PIAUI;PITANQUE DO PIAUI;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
BA;TANQUE NOVO;BATANQUE NOVO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
BA;TANQUINHO;BATANQUINHO;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
MG;TAPARUBA;MGTAPARUBA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PR;TAPEJARA;PRTAPEJARA;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
RS;TAPEJARA;RSTAPEJARA;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
RS;TAPERA;RSTAPERA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
BA;TAPEROA;BATAPEROA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PB;TAPEROA;PBTAPEROA;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
RS;TAPES;RSTAPES;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;TAPIRA;MGTAPIRA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
PR;TAPIRA;PRTAPIRA;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
MG;TAPIRAI;MGTAPIRAI;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;TAPIRAI;SPTAPIRAI;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
BA;TAPIRAMUTA;BATAPIRAMUTA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SP;TAPIRATIBA;SPTAPIRATIBA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MT;TAPURAH;MTTAPURAH;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
RS;TAQUARA;RSTAQUARA;RSC;Capital;C;Sul;POA;Porto Alegre - RS
MG;TAQUARACU DE MINAS;MGTAQUARACU DE MINAS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SP;TAQUARAL;SPTAQUARAL;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
GO;TAQUARAL DE GOIAS;GOTAQUARAL DE GOIAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
AL;TAQUARANA;ALTAQUARANA;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
RS;TAQUARI;RSTAQUARI;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SP;TAQUARITINGA;SPTAQUARITINGA;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
PE;TAQUARITINGA DO NORTE;PETAQUARITINGA DO NORTE;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
SP;TAQUARITUBA;SPTAQUARITUBA;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
SP;TAQUARIVAI;SPTAQUARIVAI;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
RS;TAQUARUCU DO SUL;RSTAQUARUCU DO SUL;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MS;TAQUARUSSU;MSTAQUARUSSU;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
SP;TARABAI;SPTARABAI;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
CE;TARRAFAS;CETARRAFAS;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
SP;TARUMA;SPTARUMA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;TARUMIRIM;MGTARUMIRIM;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MA;TASSO FRAGOSO;MATASSO FRAGOSO;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
SP;TATUI;SPTATUI;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
CE;TAUA;CETAUA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
SP;TAUBATE;SPTAUBATE;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PB;TAVARES;PBTAVARES;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
RS;TAVARES;RSTAVARES;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PB;TEIXEIRA;PBTEIXEIRA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
BA;TEIXEIRA DE FREITAS;BATEIXEIRA DE FREITAS;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
PR;TEIXEIRA SOARES;PRTEIXEIRA SOARES;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
MG;TEIXEIRAS;MGTEIXEIRAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
CE;TEJUCUOCA;CETEJUCUOCA;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
SP;TEJUPA;SPTEJUPA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PR;TELEMACO BORBA;PRTELEMACO BORBA;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
SE;TELHA;SETELHA;SEI1;Interior-1;I1;Nordeste;AJU;Aracaju - SE
RN;TENENTE ANANIAS;RNTENENTE ANANIAS;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
RN;TENENTE LAURENTINO CRUZ;RNTENENTE LAURENTINO CRUZ;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
RS;TENENTE PORTELA;RSTENENTE PORTELA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PB;TENORIO;PBTENORIO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
BA;TEODORO SAMPAIO;BATEODORO SAMPAIO;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
SP;TEODORO SAMPAIO;SPTEODORO SAMPAIO;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
BA;TEOFILANDIA;BATEOFILANDIA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MG;TEOFILO OTONI;MGTEOFILO OTONI;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
BA;TEOLANDIA;BATEOLANDIA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
AL;TEOTONIO VILELA;ALTEOTONIO VILELA;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
MS;TERENOS;MSTERENOS;MSI1;Interior-1;I1;Centro Oeste;CGR;Brasilia - DF
PI;TERESINA;PITERESINA;PIC;Capital;C;Nordeste;THE;Teresina - PI
GO;TERESINA DE GOIAS;GOTERESINA DE GOIAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
RJ;TERESOPOLIS;RJTERESOPOLIS;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
PE;TEREZINHA;PETEREZINHA;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
GO;TEREZOPOLIS DE GOIAS;GOTEREZOPOLIS DE GOIAS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
PA;TERRA ALTA;PATERRA ALTA;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
PR;TERRA BOA;PRTERRA BOA;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
RS;TERRA DE AREIA;RSTERRA DE AREIA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
BA;TERRA NOVA;BATERRA NOVA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
PE;TERRA NOVA;PETERRA NOVA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
MT;TERRA NOVA DO NORTE;MTTERRA NOVA DO NORTE;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
PR;TERRA RICA;PRTERRA RICA;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
PR;TERRA ROXA;PRTERRA ROXA;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
SP;TERRA ROXA;SPTERRA ROXA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PA;TERRA SANTA;PATERRA SANTA;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MT;TESOURO;MTTESOURO;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
RS;TEUTONIA;RSTEUTONIA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
CE;TIANGUA;CETIANGUA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PR;TIBAGI;PRTIBAGI;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
RN;TIBAU;RNTIBAU;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
RN;TIBAU DO SUL;RNTIBAU DO SUL;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
SP;TIETE;SPTIETE;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
SC;TIGRINHOS;SCTIGRINHOS;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
SC;TIJUCAS;SCTIJUCAS;SCC;Capital;C;Sul;FLN;Florian¢polis - SC
PR;TIJUCAS DO SUL;PRTIJUCAS DO SUL;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
PE;TIMBAUBA;PETIMBAUBA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
RN;TIMBAUBA DOS BATISTAS;RNTIMBAUBA DOS BATISTAS;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SC;TIMBE DO SUL;SCTIMBE DO SUL;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
MA;TIMBIRAS;MATIMBIRAS;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
SC;TIMBO;SCTIMBO;SCI1;Interior-1;I1;Sul;BNU;Blumenau - SC
SC;TIMBO GRANDE;SCTIMBO GRANDE;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
SP;TIMBURI;SPTIMBURI;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MA;TIMON;MATIMON;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MG;TIMOTEO;MGTIMOTEO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;TIO HUGO;RSTIO HUGO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;TIRADENTES;MGTIRADENTES;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;TIRADENTES DO SUL;RSTIRADENTES DO SUL;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;TIROS;MGTIROS;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
SE;TOBIAS BARRETO;SETOBIAS BARRETO;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
TO;TOCANTINIA;TOTOCANTINIA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
TO;TOCANTINOPOLIS;TOTOCANTINOPOLIS;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
MG;TOCANTINS;MGTOCANTINS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;TOCOS DO MOJI;MGTOCOS DO MOJI;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;TOLEDO;MGTOLEDO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PR;TOLEDO;PRTOLEDO;PRI1;Interior-1;I1;Sul;LDB;Londrina - PR
SE;TOMAR DO GERU;SETOMAR DO GERU;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
PR;TOMAZINA;PRTOMAZINA;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
MG;TOMBOS;MGTOMBOS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PA;TOME-ACU;PATOME-ACU;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
PE;TORITAMA;PETORITAMA;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
MT;TORIXOREU;MTTORIXOREU;MTI1;Interior-1;I1;Nordeste;CGB;Brasilia - DF
RS;TOROPI;RSTOROPI;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
SP;TORRE DE PEDRA;SPTORRE DE PEDRA;SPI2;Interior-2;I2;Sudeste;CPQ;Campinas - SP
RS;TORRES;RSTORRES;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SP;TORRINHA;SPTORRINHA;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
RN;TOUROS;RNTOUROS;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
SP;TRABIJU;SPTRABIJU;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
PA;TRACUATEUA;PATRACUATEUA;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
PE;TRACUNHAEM;PETRACUNHAEM;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
AL;TRAIPU;ALTRAIPU;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
PA;TRAIRAO;PATRAIRAO;PAI2;Interior-2;I2;Norte;BSB;Brasilia - DF
CE;TRAIRI;CETRAIRI;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
RJ;TRAJANO DE MORAES;RJTRAJANO DE MORAES;RJI2;Interior-2;I2;Sudeste;RIO;Rio de Janeiro - RJ
RS;TRAMANDAI;RSTRAMANDAI;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;TRAVESSEIRO;RSTRAVESSEIRO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
BA;TREMEDAL;BATREMEDAL;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
SP;TREMEMBE;SPTREMEMBE;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
RS;TRES ARROIOS;RSTRES ARROIOS;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SC;TRES BARRAS;SCTRES BARRAS;SCI2;Interior-2;I2;Sul;JOI;Joinville - SC
PR;TRES BARRAS DO PARANA;PRTRES BARRAS DO PARANA;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
RS;TRES CACHOEIRAS;RSTRES CACHOEIRAS;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;TRES CORACOES;MGTRES CORACOES;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;TRES COROAS;RSTRES COROAS;RSC;Capital;C;Sul;POA;Porto Alegre - RS
RS;TRES DE MAIO;RSTRES DE MAIO;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;TRES FORQUILHAS;RSTRES FORQUILHAS;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SP;TRES FRONTEIRAS;SPTRES FRONTEIRAS;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MS;TRES LAGOAS;MSTRES LAGOAS;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
MG;TRES MARIAS;MGTRES MARIAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;TRES PALMEIRAS;RSTRES PALMEIRAS;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
RS;TRES PASSOS;RSTRES PASSOS;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;TRES PONTAS;MGTRES PONTAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
GO;TRES RANCHOS;GOTRES RANCHOS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
RJ;TRES RIOS;RJTRES RIOS;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
SP;TRES VENDAS;SPTRES VENDAS;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
SC;TREVISO;SCTREVISO;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
SC;TREZE DE MAIO;SCTREZE DE MAIO;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
SC;TREZE TILIAS;SCTREZE TILIAS;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
GO;TRINDADE;GOTRINDADE;GOC;Capital;C;Centro Oeste;GYN;Goiania - GO
PE;TRINDADE;PETRINDADE;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
RS;TRINDADE DO SUL;RSTRINDADE DO SUL;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PB;TRIUNFO;PBTRIUNFO;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
PE;TRIUNFO;PETRIUNFO;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
RS;TRIUNFO;RSTRIUNFO;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
RN;TRIUNFO POTIGUAR;RNTRIUNFO POTIGUAR;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
MA;TRIZIDELA DO VALE;MATRIZIDELA DO VALE;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
GO;TROMBAS;GOTROMBAS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
SC;TROMBUDO CENTRAL;SCTROMBUDO CENTRAL;SCI2;Interior-2;I2;Sul;BNU;Blumenau - SC
SC;TUBARAO;SCTUBARAO;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
BA;TUCANO;BATUCANO;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
PA;TUCUMA;PATUCUMA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
RS;TUCUNDUVA;RSTUCUNDUVA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PA;TUCURUI;PATUCURUI;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
MA;TUFILANDIA;MATUFILANDIA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SP;TUIUTI;SPTUIUTI;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;TUMIRITINGA;MGTUMIRITINGA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
SC;TUNAPOLIS;SCTUNAPOLIS;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
RS;TUNAS;RSTUNAS;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
PR;TUNAS DO PARANA;PRTUNAS DO PARANA;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
PR;TUNEIRAS DO OESTE;PRTUNEIRAS DO OESTE;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
MA;TUNTUM;MATUNTUM;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
SP;TUPA;SPTUPA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;TUPACIGUARA;MGTUPACIGUARA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
PE;TUPANATINGA;PETUPANATINGA;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
RS;TUPANCI DO SUL;RSTUPANCI DO SUL;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;TUPANCIRETA;RSTUPANCIRETA;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
RS;TUPANDI;RSTUPANDI;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
RS;TUPARENDI;RSTUPARENDI;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
PE;TUPARETAMA;PETUPARETAMA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
PR;TUPASSI;PRTUPASSI;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
SP;TUPI PAULISTA;SPTUPI PAULISTA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
TO;TUPIRAMA;TOTUPIRAMA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
TO;TUPIRATINS;TOTUPIRATINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MA;TURIACU;MATURIACU;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
MA;TURILANDIA;MATURILANDIA;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SP;TURIUBA;SPTURIUBA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;TURMALINA;MGTURMALINA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;TURMALINA;SPTURMALINA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
RS;TURUCU;RSTURUCU;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
CE;TURURU;CETURURU;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
GO;TURVANIA;GOTURVANIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
GO;TURVELANDIA;GOTURVELANDIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
PR;TURVO;PRTURVO;PRI2;Interior-2;I2;Sul;CWB;Curitiba - PR
SC;TURVO;SCTURVO;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
MG;TURVOLANDIA;MGTURVOLANDIA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MA;TUTOIA;MATUTOIA;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
BA;UAUA;BAUAUA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MG;UBA;MGUBA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;UBAI;MGUBAI;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
BA;UBAIRA;BAUBAIRA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
BA;UBAITABA;BAUBAITABA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
CE;UBAJARA;CEUBAJARA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
MG;UBAPORANGA;MGUBAPORANGA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;UBARANA;SPUBARANA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
BA;UBATA;BAUBATA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
